0,1.63562e-22,0,0
1,2.02e+07,3861,0
0,2.99723e-17,1.15513e-18,0
1,2.00202e+07,2.32896e+06,0
0,1.19454e-16,9.24857e-18,0
1,1.94833e+07,4.61239e+06,0
0,2.6801e-16,3.13594e-17,0
1,1.8592e+07,6.81168e+06,0
0,4.74838e-16,7.48731e-17,0
1,1.7351e+07,8.88253e+06,0
0,7.38651e-16,1.4764e-16,0
1,1.57682e+07,1.07778e+07,0
0,1.05749e-15,2.58134e-16,0
1,1.38553e+07,1.24467e+07,0
0,1.42843e-15,4.15611e-16,0
1,1.16298e+07,1.38337e+07,0
0,1.84717e-15,6.30228e-16,0
1,9.11747e+06,1.48778e+07,0
0,2.30747e-15,9.13101e-16,0
1,6.3559e+06,1.55123e+07,0
0,2.80031e-15,1.27618e-15,0
1,3.39922e+06,1.56656e+07,0
0,3.3128e-15,1.73181e-15,0
1,324626,1.52636e+07,0
0,3.82699e-15,2.29167e-15,0
1,-2.75998e+06,1.42363e+07,0
0,4.31855e-15,2.9647e-15,0
1,-5.70872e+06,1.253e+07,0
0,4.75639e-15,3.75369e-15,0
1,-8.33503e+06,1.0128e+07,0
0,5.10427e-15,4.65065e-15,0
1,-1.04214e+07,7.07835e+06,0
0,5.32597e-15,5.63239e-15,0
1,-1.17506e+07,3.52025e+06,0
0,5.39424e-15,6.65962e-15,0
1,-1.21592e+07,-310621,0
0,5.2999e-15,7.68274e-15,0
1,-1.15921e+07,-4.11653e+06,0
0,5.0554e-15,8.65307e-15,0
1,-1.01242e+07,-7.60547e+06,0
0,4.69009e-15,9.53364e-15,0
1,-7.93144e+06,-1.05556e+07,0
0,4.24075e-15,1.03038e-14,0
1,-5.23466e+06,-1.28432e+07,0
0,3.74312e-15,1.09576e-14,0
1,-2.2483e+06,-1.44324e+07,0
0,3.22734e-15,1.1499e-14,0
1,846867,-1.53476e+07,0
0,2.71672e-15,1.19378e-14,0
1,3.91099e+06,-1.56465e+07,0
0,2.22838e-15,1.22857e-14,0
1,6.84128e+06,-1.54007e+07,0
0,1.77456e-15,1.25553e-14,0
1,9.56447e+06,-1.46844e+07,0
0,1.36378e-15,1.27583e-14,0
1,1.20293e+07,-1.35692e+07,0
0,1.00197e-15,1.29059e-14,0
1,1.42003e+07,-1.21211e+07,0
0,6.93178e-16,1.3008e-14,0
1,1.60531e+07,-1.04004e+07,0
0,4.40166e-16,1.30739e-14,0
1,1.75712e+07,-8.46233e+06,0
0,2.44773e-16,1.31119e-14,0
1,1.87436e+07,-6.35731e+06,0
0,1.08202e-16,1.313e-14,0
1,1.9563e+07,-4.13232e+06,0
0,3.11895e-17,1.31355e-14,0
1,2.00251e+07,-1.83172e+06,0
0,1.41152e-17,1.31354e-14,0
1,2.01275e+07,501826,0
0,5.70622e-17,1.31369e-14,0
1,1.98699e+07,2.82633e+06,0
0,1.59827e-16,1.31469e-14,0
1,1.92533e+07,5.09964e+06,0
0,3.21891e-16,1.31726e-14,0
1,1.82809e+07,7.27845e+06,0
0,5.42337e-16,1.32216e-14,0
1,1.69583e+07,9.3174e+06,0
0,8.19719e-16,1.3302e-14,0
1,1.5294e+07,1.11681e+07,0
0,1.15184e-15,1.34225e-14,0
1,1.33014e+07,1.27781e+07,0
0,1.53545e-15,1.35927e-14,0
1,1.09999e+07,1.40902e+07,0
0,1.96577e-15,1.3823e-14,0
1,8.41814e+06,1.50413e+07,0
0,2.43586e-15,1.41249e-14,0
1,5.59783e+06,1.5563e+07,0
0,2.93574e-15,1.45106e-14,0
1,2.59893e+06,1.5582e+07,0
